,yummy,convenient,spicy,fattening,greasy,fast,cheap,tasty,expensive,healthy,disgusting,Like,VisitFrequency,cluster,Gender,Age
1384,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,-2,Once a year,1,Female,30
1385,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,5,Once a week,0,Male,33
1386,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,-3,Every three months,1,Female,60
1387,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,Once a month,0,Female,57
1388,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,0,Once a month,0,Male,44
1389,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,4,Every three months,0,Female,59
1390,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-5,Never,1,Male,35
1391,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,1,Once a year,0,Male,60
1392,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,-5,Never,1,Female,67
1393,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,4,Once a week,0,Female,29
1394,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,4,Once a month,0,Female,22
1395,Yes,No,No,No,No,Yes,No,Yes,No,No,No,4,Once a year,0,Female,54
1396,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,3,More than once a week,0,Female,21
1397,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,4,Once a month,0,Female,62
1398,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-5,Never,1,Male,53
1399,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-4,Once a year,1,Female,37
1400,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,5,Once a week,0,Female,44
1401,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-5,Never,1,Female,52
1402,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,1,Every three months,0,Male,55
1403,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,-3,Once a year,1,Female,32
1404,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,-5,Once a month,1,Female,32
1405,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,2,Every three months,0,Male,47
1406,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,-5,Once a year,1,Male,31
1407,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,1,Once a year,0,Male,55
1408,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,-4,Once a year,1,Female,60
1409,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,5,Once a week,0,Male,70
1410,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,4,Once a year,0,Female,49
1411,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,2,Once a year,0,Female,55
1412,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,-2,Every three months,1,Female,50
1413,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,Once a month,0,Male,26
1414,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,-4,Once a year,1,Male,55
1415,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,-3,Every three months,1,Male,57
1416,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-1,Once a month,1,Female,20
1417,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,4,Once a month,0,Female,46
1418,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-5,Never,1,Female,62
1419,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,0,Every three months,1,Female,59
1420,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,Once a month,0,Female,53
1421,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,3,Every three months,0,Female,57
1422,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,1,Every three months,0,Female,59
1423,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,Once a month,0,Male,41
1424,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,1,Once a month,0,Male,36
1425,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,4,Once a month,0,Male,57
1426,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,5,Once a month,0,Female,33
1427,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,3,Once a month,0,Female,38
1428,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,1,Every three months,0,Male,37
1429,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,4,More than once a week,0,Male,25
1430,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,-3,Once a week,1,Male,42
1431,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,3,Every three months,0,Female,55
1432,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,2,Once a week,0,Male,21
1433,No,No,No,No,No,No,No,No,Yes,No,Yes,-5,Once a year,1,Male,44
1434,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,4,Once a week,0,Male,41
1435,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-5,Never,1,Male,25
1436,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,5,Once a month,0,Male,24
1437,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,4,Every three months,0,Female,61
1438,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,3,Once a month,0,Female,27
1439,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,1,Once a month,0,Male,61
1440,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,3,Once a month,0,Female,55
1441,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,5,Once a week,0,Male,29
1442,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,4,Once a month,0,Male,31
1443,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,2,Once a year,0,Female,50
1444,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,-3,Never,1,Male,55
1445,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,1,Once a month,0,Female,18
1446,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,1,Every three months,0,Female,52
1447,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,0,Once a month,0,Male,43
1448,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,-5,Once a year,1,Male,47
1449,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,2,Once a week,0,Female,36
1450,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,3,Once a month,0,Female,52
1451,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,4,Every three months,0,Male,41
1452,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,-3,Every three months,1,Male,30
